gene_id,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
ENSG00012390,8,5,8,1,10,4,9,5
ENSG00012391,0,6,1,3,3,1,0,3
ENSG00012392,35,49,22,34,12,7,54,32
ENSG00012393,215,94,278,167,283,228,255,390
ENSG00012394,96,71,43,45,43,35,36,39
ENSG00012395,120,296,157,162,205,108,128,235
ENSG00012396,34,47,49,74,34,36,82,39
ENSG00012397,30,36,36,26,18,16,9,13
ENSG00012398,93,124,138,104,124,53,68,95
ENSG00012399,10,14,18,8,15,6,21,9
ENSG00012400,70,86,53,75,82,47,62,65
ENSG00012401,367,779,187,430,390,319,218,687
ENSG00012402,2,2,0,0,0,0,0,0
ENSG00012403,7,23,9,14,11,6,22,9
ENSG00012404,3,6,2,4,4,0,3,3
ENSG00012405,19,8,38,34,38,21,17,18
ENSG00012406,122,92,132,192,81,57,73,67
ENSG00012407,1,1,0,0,2,2,1,3
ENSG00012408,10,9,5,6,16,10,2,7
ENSG00012409,13,33,42,76,22,64,53,34
ENSG00012410,47,32,25,46,26,49,41,37
ENSG00012411,35,34,10,71,43,30,59,28
ENSG00012412,26,57,28,22,20,48,7,35
ENSG00012413,510,308,437,518,586,531,349,400
ENSG00012414,178,201,64,178,221,253,116,140
ENSG00012415,2941,1513,3055,6146,2692,3357,3518,2951
ENSG00012416,6,11,16,9,25,6,23,11
ENSG00012417,2,2,0,1,8,2,5,1
ENSG00012418,8,14,5,4,5,13,3,2
ENSG00012419,0,0,0,0,1,0,1,0
ENSG00012420,33,130,67,185,37,46,95,153
ENSG00012421,0,1,0,0,0,1,0,1
ENSG00012422,20,57,10,54,42,14,39,25
ENSG00012423,4,12,2,6,25,7,7,12
ENSG00012424,5,11,7,1,3,7,5,14
ENSG00012425,247,59,114,59,94,105,108,152
ENSG00012426,5,33,18,32,5,24,19,11
ENSG00012427,41,6,12,14,27,32,72,40
ENSG00012428,6244,5786,2729,6035,3148,7778,4256,5786
ENSG00012429,38,65,40,15,12,15,67,54
ENSG00012430,10,22,5,8,9,35,4,12
ENSG00012431,860,1181,656,331,331,1016,809,289
ENSG00012432,33,20,8,57,27,15,55,37
ENSG00012433,33,26,20,39,32,33,15,32
ENSG00012434,109,175,98,86,165,167,149,172
ENSG00012435,1063,846,326,1375,630,1042,904,630
ENSG00012436,177,62,98,91,83,70,104,175
ENSG00012437,209,295,157,165,68,191,371,225
ENSG00012438,7,3,3,2,4,10,6,8
ENSG00012439,2509,1806,2090,2008,1388,3466,2825,3313
ENSG00012440,15,24,19,13,32,38,4,7
ENSG00012441,276,379,314,1143,434,482,284,521
ENSG00012442,0,1,3,2,10,13,4,1
ENSG00012443,145,141,76,83,99,86,90,171
ENSG00012444,15,24,10,9,3,8,9,4
ENSG00012445,1,4,1,0,0,2,0,0
ENSG00012446,208,313,170,159,153,126,226,292
ENSG00012447,20,55,28,50,21,8,35,51
ENSG00012448,843,518,1174,643,259,1446,1499,1024
ENSG00012449,461,298,252,368,126,245,352,100
ENSG00012450,18,30,9,5,9,2,6,5
ENSG00012451,20,10,11,16,10,34,21,45
ENSG00012452,8,8,28,2,5,10,7,3
ENSG00012453,38,53,11,54,21,16,17,31
ENSG00012454,33,3,6,23,16,30,16,19
ENSG00012455,0,0,1,1,0,0,0,1
ENSG00012456,7,15,9,3,10,5,7,8
ENSG00012457,269,283,442,412,339,365,85,280
ENSG00012458,80,76,54,70,94,72,63,70
ENSG00012459,581,762,189,305,245,559,497,235
ENSG00012460,28,57,11,34,74,39,24,46
ENSG00012461,54,64,10,23,18,60,40,51
ENSG00012462,0,1,0,2,0,1,3,1
ENSG00012463,79,99,132,110,32,139,105,71
ENSG00012464,446,413,179,355,497,727,343,242
ENSG00012465,70,21,37,158,34,71,56,34
ENSG00012466,0,1,0,0,0,0,1,1
ENSG00012467,68,47,97,63,24,74,119,204
ENSG00012468,14,31,13,20,22,19,12,22
ENSG00012469,1,7,5,3,0,3,0,0
ENSG00012470,51,130,41,138,136,67,221,81
ENSG00012471,262,259,163,304,140,284,258,174
ENSG00012472,55,202,198,157,63,91,107,161
ENSG00012473,17,16,7,5,9,15,11,13
ENSG00012474,360,419,575,519,436,222,234,474
ENSG00012475,43,30,37,39,26,82,65,23
ENSG00012476,832,2544,2492,2043,3213,2724,3449,2860
ENSG00012477,8,12,11,5,18,3,7,19
ENSG00012478,25,44,24,49,32,27,13,24
ENSG00012479,598,358,651,784,510,920,577,561
ENSG00012480,13,14,6,16,5,1,6,4
ENSG00012481,7,1,5,1,0,2,0,4
ENSG00012482,19,35,24,30,37,30,33,20
ENSG00012483,10,8,9,15,6,6,4,8
ENSG00012484,809,2469,2210,1807,1881,3458,2229,2539
ENSG00012485,8,7,8,9,12,7,4,8
ENSG00012486,77,37,20,23,41,43,35,16
ENSG00012487,28,5,12,10,15,2,9,8
ENSG00012488,228,284,183,355,73,385,478,423
ENSG00012489,6078,10058,4909,6455,6182,5696,7591,12205
ENSG00012490,18,97,19,16,17,27,18,3
ENSG00012491,12,23,7,9,13,14,48,30
ENSG00012492,0,0,0,0,0,0,0,0
ENSG00012493,4,7,1,1,1,2,8,3
ENSG00012494,4,12,9,9,9,6,3,9
ENSG00012495,67,70,24,47,119,80,30,38
ENSG00012496,154,359,150,225,167,244,316,292
ENSG00012497,71,74,97,86,119,150,122,135
ENSG00012498,0,0,1,0,0,6,1,1
ENSG00012499,8,16,18,34,8,14,13,18
ENSG00012500,4,3,0,4,3,0,0,0
ENSG00012501,4,5,7,5,20,14,9,15
ENSG00012502,2573,1370,1453,2117,854,1379,1540,1814
ENSG00012503,622,961,1802,1196,715,1716,1636,1257
ENSG00012504,12,7,10,11,8,4,1,8
ENSG00012505,30,19,5,40,12,36,9,30
ENSG00012506,79,155,64,109,67,161,119,123
ENSG00012507,62,23,39,67,53,64,44,31
ENSG00012508,305,224,371,200,262,365,274,252
ENSG00012509,566,269,316,583,235,186,133,306
ENSG00012510,136,140,29,32,54,42,48,79
ENSG00012511,1148,1005,961,523,1067,379,876,1183
ENSG00012512,4,2,0,30,4,18,18,2
ENSG00012513,411,366,243,270,341,206,200,610
ENSG00012514,219,408,414,173,367,212,165,192
ENSG00012515,0,1,1,0,1,1,0,0
ENSG00012516,3,6,5,17,16,5,4,14
ENSG00012517,27,3,6,20,19,22,5,20
ENSG00012518,1,13,10,4,15,2,4,1
ENSG00012519,149,302,127,139,158,132,169,199
ENSG00012520,392,399,640,612,574,307,533,429
ENSG00012521,41,26,33,41,22,24,38,113
ENSG00012522,803,587,535,419,440,698,386,202
ENSG00012523,6,7,3,8,6,20,4,5
ENSG00012524,3,1,3,3,7,0,0,10
ENSG00012525,36,17,22,40,15,23,43,43
ENSG00012526,412,661,1213,623,697,408,557,1022
ENSG00012527,385,1343,1025,1397,1167,1534,1682,1810
ENSG00012528,18,7,8,11,3,20,11,9
ENSG00012529,9996,4095,3457,8056,4193,4495,5421,5328
ENSG00012530,262,239,352,439,272,511,440,376
ENSG00012531,3236,9190,4808,3527,2100,3326,2222,8508
ENSG00012532,72,111,105,192,106,106,100,184
ENSG00012533,10,12,5,20,8,9,15,21
ENSG00012534,211,707,468,456,482,284,391,606
ENSG00012535,0,1,0,2,0,0,1,1
ENSG00012536,42,8,30,8,15,16,29,9
ENSG00012537,168,127,95,91,135,223,119,148
ENSG00012538,5032,8625,7534,6026,8539,8166,7882,8468
ENSG00012539,78,120,109,129,214,135,187,167
ENSG00012540,1,2,1,2,2,1,1,1
ENSG00012541,608,786,300,629,308,1223,749,541
ENSG00012542,353,478,472,310,142,573,531,430
ENSG00012543,71,45,44,57,15,79,42,35
ENSG00012544,18,17,14,20,31,18,5,33
ENSG00012545,85,185,79,52,31,35,59,23
ENSG00012546,393,319,291,207,447,211,238,369
ENSG00012547,15,13,40,8,35,23,22,43
ENSG00012548,0,1,4,3,4,8,1,8
ENSG00012549,0,0,0,0,0,0,0,0
ENSG00012550,7098,27721,18558,17516,16991,6292,20693,14523
ENSG00012551,579,396,570,391,307,730,527,532
ENSG00012552,11,56,42,51,57,10,13,39
ENSG00012553,52,62,61,13,42,37,79,48
ENSG00012554,203,635,464,611,437,382,339,592
ENSG00012555,2,3,1,9,4,3,13,6
ENSG00012556,12,14,18,6,4,12,12,15
ENSG00012557,282,74,177,199,287,98,179,211
ENSG00012558,157,156,86,178,102,89,225,192
ENSG00012559,662,433,489,1068,500,552,635,335
ENSG00012560,7,28,43,40,65,33,7,41
ENSG00012561,144,172,74,94,131,86,137,102
ENSG00012562,9,17,20,8,25,14,20,20
ENSG00012563,0,0,1,3,1,0,4,4
ENSG00012564,1,0,0,0,0,0,1,0
ENSG00012565,1,0,0,0,0,0,1,0
ENSG00012566,59,76,93,85,81,32,64,125
ENSG00012567,239,160,314,311,227,104,256,220
ENSG00012568,2451,2031,1827,845,1675,2179,1396,3748
ENSG00012569,7,8,4,5,25,21,13,9
ENSG00012570,14,2,1,10,15,10,16,13
ENSG00012571,1,2,2,0,0,0,3,2
ENSG00012572,13,4,9,19,17,28,7,6
ENSG00012573,128,247,109,144,202,149,151,307
ENSG00012574,148,198,374,685,281,497,168,235
ENSG00012575,10,9,14,4,37,26,18,29
ENSG00012576,118,129,34,110,25,186,39,56
ENSG00012577,47,116,32,86,34,84,69,130
ENSG00012578,38,8,47,27,37,53,24,18
ENSG00012579,12,15,2,3,10,0,1,18
ENSG00012580,0,1,0,3,1,0,0,0
ENSG00012581,0,0,0,1,1,0,1,0
ENSG00012582,300,405,150,253,317,295,286,353
ENSG00012583,270,152,179,84,62,294,280,49
ENSG00012584,372,408,336,657,479,574,551,311
ENSG00012585,0,1,0,0,3,0,0,0
ENSG00012586,533,509,435,172,328,320,235,370
ENSG00012587,0,1,1,0,0,1,0,3
ENSG00012588,85,58,61,83,101,56,67,66
ENSG00012589,47,61,41,77,69,36,41,33
ENSG00012590,106,80,92,188,46,124,313,58
ENSG00012591,14,39,26,60,37,77,32,74
ENSG00012592,1,2,5,10,10,4,8,7
ENSG00012593,32,39,15,38,61,46,32,29
ENSG00012594,6443,4998,5393,7592,4662,4541,2389,9796
ENSG00012595,156,316,144,60,134,56,179,289
ENSG00012596,820,997,766,721,1273,1265,802,787
ENSG00012597,25,55,7,2,33,36,23,52
ENSG00012598,53,50,28,81,50,80,81,45
ENSG00012599,1,2,1,8,2,2,0,3
ENSG00012600,50,29,45,30,34,53,63,46
ENSG00012601,61,105,35,15,96,62,21,30
ENSG00012602,18,20,12,15,18,14,18,22
ENSG00012603,45,80,24,64,49,60,83,75
ENSG00012604,4,16,7,3,1,23,5,2
ENSG00012605,47,108,47,113,45,50,97,44
ENSG00012606,215,733,583,441,755,299,792,640
ENSG00012607,81,298,118,283,164,103,155,300
ENSG00012608,115,207,96,235,249,55,150,47
ENSG00012609,32,47,20,23,29,15,30,33
ENSG00012610,5,8,9,3,0,7,1,11
ENSG00012611,52,18,14,20,38,59,63,60
ENSG00012612,2,15,2,9,9,4,1,6
ENSG00012613,0,2,1,4,1,0,4,0
ENSG00012614,32,20,10,6,8,32,11,14
ENSG00012615,69,16,52,28,18,59,42,37
ENSG00012616,103,179,55,161,86,77,112,100
ENSG00012617,17,8,6,5,32,17,7,14
ENSG00012618,6,2,6,1,3,5,8,3
ENSG00012619,12,10,8,24,19,12,8,3
ENSG00012620,2312,5270,1532,2924,3363,3777,2575,4009
ENSG00012621,143,136,52,115,99,140,74,113
ENSG00012622,993,996,577,546,630,1916,824,756
ENSG00012623,5,10,5,7,8,16,12,7
ENSG00012624,24,37,6,14,7,43,11,27
ENSG00012625,161,173,28,76,36,143,41,67
ENSG00012626,4,17,13,15,3,16,6,11
ENSG00012627,48,14,10,18,7,13,13,4
ENSG00012628,439,502,582,847,634,685,240,518
ENSG00012629,30,83,73,64,64,58,23,70
ENSG00012630,2,3,2,12,8,1,12,15
ENSG00012631,1027,1474,1367,773,1357,2198,1760,2923
ENSG00012632,0,1,1,0,0,0,0,0
ENSG00012633,489,489,510,734,710,630,564,327
ENSG00012634,632,128,241,695,664,219,566,205
ENSG00012635,1370,2330,1251,1619,1776,1718,1187,1229
ENSG00012636,10,10,2,18,29,34,18,17
ENSG00012637,51,180,67,30,33,80,182,109
ENSG00012638,17,2,4,5,1,3,1,2
ENSG00012639,97,476,272,465,511,478,177,488
ENSG00012640,13,4,5,1,12,3,2,6
ENSG00012641,0,3,0,1,0,0,0,4
ENSG00012642,132,53,85,60,74,108,70,88
ENSG00012643,712,457,208,237,540,581,453,432
ENSG00012644,6,18,1,5,9,5,10,9
ENSG00012645,13627,9163,9287,15798,13718,8866,16097,18582
ENSG00012646,2,0,0,0,0,3,0,0
ENSG00012647,1253,981,1227,617,1175,1147,1383,1726
ENSG00012648,88,109,72,83,145,114,64,165
ENSG00012649,2,2,1,1,1,4,2,5
ENSG00012650,48,19,31,9,18,33,27,26
ENSG00012651,141,416,159,257,166,250,125,562
ENSG00012652,889,960,789,964,329,891,666,467
ENSG00012653,1161,617,1932,1079,1094,1143,874,284
ENSG00012654,183,175,217,379,194,183,111,193
ENSG00012655,0,0,1,0,0,1,0,0
ENSG00012656,1780,2786,1558,1019,2256,1566,1344,1318
ENSG00012657,1,27,15,21,11,8,20,16
ENSG00012658,8,12,12,20,7,4,13,8
ENSG00012659,20,3,6,12,14,4,9,19
ENSG00012660,3,14,3,19,1,3,1,8
ENSG00012661,72,58,41,64,79,32,59,80
ENSG00012662,33,75,19,48,22,56,64,64
ENSG00012663,32,34,23,26,29,30,18,22
ENSG00012664,623,293,1152,559,703,304,998,485
ENSG00012665,1834,1667,2181,2640,3683,4103,2894,2538
ENSG00012666,7,30,0,12,7,2,12,4
ENSG00012667,840,1986,762,1304,843,1067,935,1264
ENSG00012668,900,1139,616,827,800,915,969,983
ENSG00012669,67,38,63,98,70,136,55,45
ENSG00012670,1425,2708,2157,2137,2387,2119,2476,4187
ENSG00012671,5,23,3,10,14,12,7,19
ENSG00012672,5,2,28,26,11,14,15,11
ENSG00012673,3,3,3,2,1,8,7,8
ENSG00012674,21,3,28,20,31,17,44,28
ENSG00012675,683,976,1629,479,1484,1971,1019,1117
ENSG00012676,54,66,30,34,43,111,24,56
ENSG00012677,655,1107,632,916,493,928,627,721
ENSG00012678,65,94,19,68,15,38,94,102
ENSG00012679,1871,2179,1080,1424,1261,1682,2021,2227
ENSG00012680,1,0,3,0,0,0,0,1
ENSG00012681,874,782,655,1496,601,467,1151,1202
ENSG00012682,556,157,242,217,452,234,499,178
ENSG00012683,0,1,0,0,1,1,2,1
ENSG00012684,30,57,19,52,12,30,55,26
ENSG00012685,0,2,0,1,1,0,2,0
ENSG00012686,28,17,15,24,26,17,5,19
ENSG00012687,54,48,83,36,60,32,8,60
ENSG00012688,1206,523,647,659,329,730,572,1587
ENSG00012689,1,0,0,0,0,0,1,2
ENSG00012690,3,4,1,7,2,0,4,2
ENSG00012691,41,17,40,48,32,48,46,46
ENSG00012692,1,0,1,1,1,0,1,0
ENSG00012693,54,145,148,124,143,182,56,40
ENSG00012694,55,159,191,182,87,65,245,75
ENSG00012695,890,634,524,339,423,544,353,1365
ENSG00012696,6,22,5,7,12,62,31,17
ENSG00012697,15,7,9,14,2,3,3,9
ENSG00012698,1081,583,2038,2226,1647,2467,1848,1333
ENSG00012699,216,117,137,242,125,197,127,82
ENSG00012700,0,0,3,1,0,0,0,0
ENSG00012701,15,9,18,2,6,9,22,29
ENSG00012702,53,45,49,56,85,33,52,79
ENSG00012703,3,1,1,0,0,1,1,2
ENSG00012704,46,56,67,80,90,23,41,147
ENSG00012705,2,3,3,1,1,2,2,5
ENSG00012706,0,2,2,3,2,1,5,8
ENSG00012707,6573,3060,3465,7134,5499,5764,6889,5469
ENSG00012708,4,2,7,1,0,2,1,2
ENSG00012709,42,104,96,99,80,125,35,58
ENSG00012710,15,7,8,41,19,31,3,11
ENSG00012711,16,7,2,8,13,2,6,3
ENSG00012712,60,67,160,162,90,103,68,139
ENSG00012713,398,860,310,587,326,759,388,793
ENSG00012714,128,75,267,68,243,128,196,344
ENSG00012715,593,749,492,598,483,945,911,305
ENSG00012716,127,133,42,138,54,147,43,106
ENSG00012717,12,5,16,10,25,8,14,21
ENSG00012718,59,26,46,50,79,136,20,78
ENSG00012719,51,98,42,84,65,116,141,159
ENSG00012720,82,240,181,127,164,79,83,164
ENSG00012721,345,193,289,373,269,230,239,620
ENSG00012722,2018,3122,2568,4391,2225,2056,2679,1856
ENSG00012723,132,107,137,112,118,149,69,168
ENSG00012724,102,116,92,113,41,28,109,68
ENSG00012725,2621,3324,1568,2652,3234,2863,3087,1965
ENSG00012726,1,3,1,2,2,0,0,3
ENSG00012727,12,17,4,6,4,0,14,10
ENSG00012728,19,91,63,43,25,123,77,30
ENSG00012729,105,308,259,378,316,498,408,346
ENSG00012730,6,7,8,4,1,8,6,5
ENSG00012731,70,23,185,51,98,52,61,82
ENSG00012732,15,12,25,14,9,3,5,14
ENSG00012733,2,12,1,7,1,4,2,7
ENSG00012734,22,26,43,37,49,64,62,18
ENSG00012735,0,2,0,0,0,0,0,0
ENSG00012736,103,69,107,68,100,165,35,122
ENSG00012737,36,29,52,18,16,46,9,53
ENSG00012738,49,104,53,102,106,82,44,117
ENSG00012739,3,8,4,9,7,5,3,4
ENSG00012740,28,42,23,29,30,35,29,60
ENSG00012741,3,6,1,15,0,1,8,7
ENSG00012742,30,28,5,18,11,17,9,15
ENSG00012743,56,184,152,116,183,231,112,263
ENSG00012744,22,37,10,27,33,60,70,14
ENSG00012745,177,241,226,216,156,224,111,239
ENSG00012746,23,100,85,57,115,211,182,157
ENSG00012747,103,235,105,201,217,209,111,212
ENSG00012748,341,576,174,480,315,649,292,385
ENSG00012749,5,15,7,1,17,14,1,13
ENSG00012750,228,254,184,124,131,212,169,274
ENSG00012751,130,337,207,159,212,109,246,255
ENSG00012752,187,456,341,325,187,102,322,420
ENSG00012753,134,231,71,137,97,187,117,130
ENSG00012754,26,14,9,6,15,10,16,52
ENSG00012755,0,2,0,1,1,0,0,0
ENSG00012756,6276,4867,3142,9543,6275,4303,3244,8264
ENSG00012757,173,165,157,213,327,186,275,197
ENSG00012758,254,205,114,170,139,333,119,179
ENSG00012759,101,103,155,37,98,263,69,165
ENSG00012760,1687,3600,1482,1932,2180,2078,1418,4238
ENSG00012761,1,0,0,1,0,0,0,1
ENSG00012762,643,663,505,592,343,703,535,550
ENSG00012763,3,6,4,2,2,6,1,16
ENSG00012764,26,26,18,13,7,29,28,22
ENSG00012765,42,7,17,11,47,29,40,14
ENSG00012766,0,2,3,2,1,1,12,4
ENSG00012767,8,8,0,2,1,3,11,1
ENSG00012768,69,34,60,157,124,64,100,108
ENSG00012769,839,343,262,161,181,411,427,320
ENSG00012770,681,1026,1086,874,848,1849,726,1782
ENSG00012771,21,17,9,16,37,18,41,18
ENSG00012772,398,629,624,537,676,938,481,568
ENSG00012773,2,6,4,10,15,1,2,6
ENSG00012774,1968,1277,1523,1319,956,3029,2653,2261
ENSG00012775,0,0,0,0,1,1,0,0
ENSG00012776,761,1316,955,1044,821,1818,1050,641
ENSG00012777,53,26,22,28,21,37,15,25
ENSG00012778,148,117,113,75,128,81,47,114
ENSG00012779,21674,21565,26061,18909,19508,29564,31853,29240
ENSG00012780,4,5,5,4,2,10,6,8
ENSG00012781,37,43,68,109,96,43,58,61
ENSG00012782,99,43,48,45,43,17,40,86
ENSG00012783,2245,3221,2136,2563,1634,3336,2607,3885
ENSG00012784,8,16,24,22,28,15,25,19
ENSG00012785,316,325,648,563,401,162,647,454
ENSG00012786,16,99,70,66,72,57,34,58
ENSG00012787,6,2,0,1,4,2,1,7
ENSG00012788,150,209,75,96,80,164,126,180
ENSG00012789,71,45,76,84,66,35,29,80
ENSG00012790,40,163,101,140,176,237,111,124
ENSG00012791,16,48,37,13,23,24,15,17
ENSG00012792,0,0,1,0,0,3,1,0
ENSG00012793,34,29,18,16,13,43,31,36
ENSG00012794,38,41,22,32,27,20,57,33
ENSG00012795,50486,83688,41157,88551,32893,72221,38372,88170
ENSG00012796,324,488,766,486,380,406,282,583
ENSG00012797,2783,2508,2947,2350,3933,5107,2969,4168
ENSG00012798,719,997,269,867,302,460,485,1202
ENSG00012799,131,337,248,458,181,289,199,259
ENSG00012800,91,170,50,122,78,96,163,85
ENSG00012801,1,0,0,1,1,2,1,0
ENSG00012802,10277,8407,8967,10893,9035,18862,6365,10223
ENSG00012803,3,0,10,6,15,10,15,10
ENSG00012804,631,477,311,346,482,467,617,560
ENSG00012805,9,7,18,19,9,17,7,4
ENSG00012806,1,5,3,6,2,5,1,8
ENSG00012807,697,488,272,373,576,308,955,879
ENSG00012808,2,4,0,4,1,5,1,0
ENSG00012809,411,323,541,355,264,555,307,578
ENSG00012810,1,4,2,1,1,1,1,1
ENSG00012811,18,20,9,14,16,6,7,21
ENSG00012812,41,30,33,22,105,21,43,67
ENSG00012813,3681,5533,5455,3884,4617,3275,5279,5976
ENSG00012814,262,548,402,543,519,745,560,463
ENSG00012815,4507,4826,3195,6190,5905,4888,7416,8672
ENSG00012816,44,12,32,45,35,15,45,14
ENSG00012817,4,0,1,0,1,1,0,0
ENSG00012818,2,1,0,4,3,1,2,1
ENSG00012819,27,61,52,153,95,86,71,50
ENSG00012820,80,34,86,37,108,23,40,80
ENSG00012821,2081,4002,941,1312,1715,4180,2322,2467
ENSG00012822,102,183,101,59,68,64,121,89
ENSG00012823,314,748,715,1173,598,260,1286,1030
ENSG00012824,8,32,7,4,10,11,10,3
ENSG00012825,31,11,26,48,48,28,9,51
ENSG00012826,191,87,79,186,129,157,91,143
ENSG00012827,965,415,615,714,343,472,329,819
ENSG00012828,1291,1626,1473,1425,1463,948,1082,2191
ENSG00012829,218,286,160,230,233,337,172,184
ENSG00012830,169,80,227,66,220,269,260,490
ENSG00012831,60,156,79,260,74,144,123,268
ENSG00012832,3157,3293,2387,2897,1863,1473,1043,1275
ENSG00012833,61,99,23,51,36,62,66,89
ENSG00012834,2,1,2,0,1,0,0,1
ENSG00012835,2,15,1,3,12,8,11,10
ENSG00012836,3,14,4,21,7,25,7,19
ENSG00012837,23,13,25,14,13,14,15,8
ENSG00012838,72,56,60,160,43,107,99,196
ENSG00012839,1,2,2,1,1,0,1,2
ENSG00012840,242,582,350,832,884,428,406,599
ENSG00012841,83,47,13,126,33,66,38,107
ENSG00012842,10,6,18,11,6,19,9,8
ENSG00012843,4,2,0,3,4,4,1,4
ENSG00012844,4,2,3,5,1,6,4,7
ENSG00012845,49,82,64,50,37,125,56,74
ENSG00012846,32,54,19,29,14,14,24,38
ENSG00012847,14,35,15,11,21,20,14,5
ENSG00012848,0,1,3,0,0,0,0,0
ENSG00012849,2927,1575,1354,1287,1130,1554,1225,2283
ENSG00012850,180,106,179,263,211,214,191,250
ENSG00012851,2,7,3,3,3,9,4,8
ENSG00012852,209,231,200,213,149,138,136,239
ENSG00012853,6,15,6,13,7,1,12,2
ENSG00012854,2,8,9,5,1,6,24,9
ENSG00012855,155,221,332,275,297,530,182,409
ENSG00012856,160,101,112,172,172,68,127,173
ENSG00012857,107,57,104,111,65,140,102,34
ENSG00012858,0,1,2,3,0,0,0,0
ENSG00012859,1539,1748,1119,689,1197,1115,1419,1366
ENSG00012860,2,14,13,0,1,8,8,10
ENSG00012861,25,16,13,14,15,31,18,24
ENSG00012862,312,533,237,569,500,501,495,689
ENSG00012863,378,273,314,694,757,536,748,675
ENSG00012864,47,41,18,32,4,23,15,86
ENSG00012865,165,122,95,117,87,190,77,97
ENSG00012866,35,14,42,16,23,43,24,37
ENSG00012867,541,493,625,538,569,907,842,878
ENSG00012868,0,0,0,0,1,0,0,0
ENSG00012869,112,95,78,126,55,123,93,140
ENSG00012870,655,1240,1222,417,313,740,157,941
ENSG00012871,178,104,120,166,199,205,439,176
ENSG00012872,136,358,67,336,360,466,227,339
ENSG00012873,33,81,152,36,61,69,76,106
ENSG00012874,38,57,7,8,21,10,27,23
ENSG00012875,1740,2195,736,2501,1987,1130,803,2690
ENSG00012876,1132,725,1076,1120,1360,1374,2029,1110
ENSG00012877,47,80,55,63,70,190,63,120
ENSG00012878,0,1,3,2,5,4,7,2
ENSG00012879,45,120,67,49,98,160,182,144
ENSG00012880,5,9,3,7,2,4,22,5
ENSG00012881,4,0,0,2,0,0,0,0
ENSG00012882,61,187,63,53,28,97,34,72
ENSG00012883,230,205,187,348,248,327,224,222
ENSG00012884,19,38,32,42,14,81,70,29
ENSG00012885,6,28,63,31,4,37,21,15
ENSG00012886,69,86,62,29,34,151,33,46
ENSG00012887,36,76,16,59,43,29,107,44
ENSG00012888,14,14,21,32,20,33,19,10
ENSG00012889,7,35,16,18,24,40,26,20
ENSG00012890,357,231,177,641,389,204,371,258
ENSG00012891,1825,1410,489,1689,1045,700,997,1502
ENSG00012892,0,2,0,0,0,0,4,0
ENSG00012893,23,8,21,13,10,12,15,21
ENSG00012894,86,33,33,60,95,44,67,46
ENSG00012895,1102,866,1352,570,1047,1352,866,941
ENSG00012896,816,344,830,361,250,328,521,393
ENSG00012897,1006,1243,937,1310,549,2419,1232,869
ENSG00012898,53,10,64,40,9,39,19,20
ENSG00012899,20,76,103,107,35,78,37,127
ENSG00012900,1,2,0,1,0,0,0,2
ENSG00012901,0,0,0,2,0,0,2,0
ENSG00012902,13,18,25,13,9,12,10,12
ENSG00012903,67,27,22,13,21,28,38,45
ENSG00012904,114,110,130,130,64,100,54,132
ENSG00012905,81,143,159,242,220,99,120,277
ENSG00012906,12,14,3,5,7,5,2,2
ENSG00012907,559,385,426,486,357,530,690,556
ENSG00012908,11,10,6,4,2,3,8,3
ENSG00012909,154,163,100,190,147,62,75,101
ENSG00012910,9,7,21,5,7,9,5,11
ENSG00012911,449,608,307,250,432,148,284,187
ENSG00012912,0,0,0,0,0,0,0,1
ENSG00012913,1358,731,692,1255,1014,1719,1304,1169
ENSG00012914,986,999,1866,1038,850,1058,2009,1935
ENSG00012915,734,1230,969,806,758,646,1063,955
ENSG00012916,2719,6974,2437,4028,6798,5145,6490,3932
ENSG00012917,386,397,275,373,254,281,522,518
ENSG00012918,163,61,151,148,288,250,153,163
ENSG00012919,45,42,54,16,70,91,69,46
ENSG00012920,0,0,0,2,0,2,1,1
ENSG00012921,7,24,13,8,19,3,2,17
ENSG00012922,3,1,1,2,2,0,0,1
ENSG00012923,0,1,0,0,1,0,2,0
ENSG00012924,5,11,0,3,7,4,8,5
ENSG00012925,130,190,138,190,129,127,253,186
ENSG00012926,106,75,44,43,26,74,35,25
ENSG00012927,92,42,15,47,23,23,72,58
ENSG00012928,1023,558,488,214,618,282,593,431
ENSG00012929,749,1238,688,536,1077,940,1090,1001
ENSG00012930,11070,22261,12055,16396,10947,17296,15882,26420
ENSG00012931,1099,1126,633,982,872,762,599,1210
ENSG00012932,0,1,4,0,1,1,2,0
ENSG00012933,437,466,206,345,320,402,542,462
ENSG00012934,361,669,445,372,321,377,566,485
ENSG00012935,24,50,13,45,23,27,10,11
ENSG00012936,505,437,435,1759,581,390,563,903
ENSG00012937,48,102,31,31,27,57,16,121
ENSG00012938,4,3,3,3,0,8,3,4
ENSG00012939,289,409,231,331,397,141,224,623
ENSG00012940,8,1,3,1,6,13,1,7
ENSG00012941,21765,26041,18396,31839,28242,30218,16408,16451
ENSG00012942,2,0,1,1,0,0,0,3
ENSG00012943,1045,1640,1398,866,1749,1449,892,2707
ENSG00012944,834,2058,922,915,760,1417,1516,869
ENSG00012945,899,1326,475,1483,512,1091,247,690
ENSG00012946,6,2,5,19,8,9,1,20
ENSG00012947,71,21,21,6,25,25,21,32
ENSG00012948,1398,1124,1343,1413,2041,1450,1692,1326
ENSG00012949,33,37,11,30,54,19,8,50
